id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_days_active,air_conditioning,bbq,balcony,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,internet,long_term_stays,private_entrance,time_since_first_review,time_since_last_review
16480261,2013-11-12,unknown,unknown,0.0,1.0,1.0,North Admiral,West Seattle,House,Entire home/apt,4,1.5,2.0,2.0,450,30,1125,87,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2697.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,no reviews,no reviews
16502894,2016-03-20,within a few hours,90-99%,1.0,5.0,1.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,4,1.0,1.0,0.0,159,30,365,364,23,2017-01-28,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,1838.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
16516448,2015-06-06,within an hour,100%,1.0,2.0,1.0,Stevens,Capitol Hill,Other,Private room,2,1.0,1.0,1.0,54,1,28,11,160,2017-01-09,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,1,2126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,0-2 weeks
16516756,2016-12-26,within a day,100%,0.0,1.0,0.0,Sunset Hill,Ballard,House,Entire home/apt,8,2.0,3.0,3.0,154,2,1125,282,19,2017-04-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1557.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2-3 years,1+ year
16519148,2016-12-16,within an hour,100%,1.0,2.0,1.0,Ravenna,Other neighborhoods,Other,Entire home/apt,6,1.0,1.0,3.0,102,2,29,323,232,2017-01-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1567.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
16521895,2012-04-18,within a few hours,100%,0.0,2.0,1.0,Rainier Beach,Rainier Valley,Other,Entire home/apt,3,1.0,1.0,1.0,100,30,150,111,29,2017-04-17,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,3270.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,1+ year
16547797,2015-12-26,within an hour,90-99%,0.0,13.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,111,1,1125,347,330,2017-01-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1923.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,0-2 weeks
16556571,2014-09-07,unknown,unknown,0.0,1.0,1.0,Broadway,Capitol Hill,House,Entire home/apt,5,3.5,3.0,3.0,375,2,120,31,79,2017-02-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2398.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,6-12 months
16579012,2016-12-31,within an hour,100%,1.0,1.0,0.0,North Queen Anne,Queen Anne,Apartment,Entire home/apt,3,1.0,1.0,1.0,109,30,1125,92,165,2017-06-30,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1552.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
16602889,2017-01-02,within an hour,100%,1.0,3.0,1.0,University District,University District,Other,Entire home/apt,2,1.0,1.0,1.0,89,2,180,1,119,2017-01-25,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4+ years,2-8 weeks
16617445,2012-12-10,within an hour,100%,1.0,0.0,1.0,East Queen Anne,Queen Anne,Apartment,Entire home/apt,2,1.0,1.0,1.0,86,1,13,86,47,2020-09-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3034.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6-12 months,2-8 weeks
16619811,2012-01-21,within an hour,100%,1.0,1.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,118,2,1125,4,134,2017-02-13,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3358.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
16620899,2011-03-20,within a few hours,50-89%,0.0,6.0,1.0,North Beacon Hill,Beacon Hill,Apartment,Entire home/apt,4,1.0,1.0,1.0,85,30,300,4,3,2018-08-07,80-94/100,9/10,10/10,10/10,10/10,9/10,9/10,0,3665.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,1+ year
16622820,2017-01-04,unknown,unknown,1.0,1.0,1.0,Victory Heights,Lake City,Other,Entire home/apt,3,1.0,1.0,0.0,79,1,20,0,155,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1548.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4+ years,2-6 months
16635898,2016-06-27,within an hour,100%,1.0,3.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,6,1.0,2.0,2.0,164,2,28,178,177,2017-01-26,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,1739.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,2-8 weeks
16638438,2013-06-19,within an hour,100%,0.0,1.0,0.0,South Beacon Hill,Beacon Hill,Other,Entire home/apt,5,1.0,2.0,3.0,76,30,30,90,219,2017-01-07,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,2843.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
16650097,2014-02-22,within a few hours,100%,1.0,1.0,1.0,North Queen Anne,Queen Anne,Other,Entire home/apt,3,1.0,1.0,1.0,95,2,29,54,101,2017-02-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2595.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
16650261,2015-08-12,within an hour,100%,1.0,2.0,1.0,International District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,1.0,90,30,1125,211,183,2017-11-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2059.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2-3 years,2-6 months
16690527,2014-10-03,within an hour,100%,1.0,1.0,1.0,University District,University District,Apartment,Entire home/apt,2,1.0,1.0,1.0,70,2,30,308,189,2017-03-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2372.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-8 weeks
16726705,2017-01-10,within a day,100%,1.0,1.0,1.0,Fremont,Other neighborhoods,House,Entire home/apt,4,1.5,1.0,2.0,135,30,1125,315,91,2017-02-26,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,1542.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
16727228,2016-02-14,unknown,unknown,1.0,1.0,1.0,North Beach/Blue Ridge,Other neighborhoods,Other,Private room,3,1.0,1.0,2.0,110,2,21,16,51,2017-06-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1873.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,6-12 months
16733665,2015-06-21,within a few hours,100%,1.0,1.0,1.0,Eastlake,Cascade,Apartment,Entire home/apt,5,2.5,2.0,3.0,214,30,1125,104,29,2017-03-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2111.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4+ years,6-12 months
16740073,2017-01-11,within a few hours,100%,1.0,1.0,1.0,Lower Queen Anne,Queen Anne,House,Entire home/apt,12,4.0,5.0,7.0,1200,5,60,17,2,2017-04-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1541.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,1+ year
16755038,2016-10-06,within a day,0-49%,0.0,1.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,2,1.0,1.0,1.0,85,30,1125,54,86,2017-04-09,80-94/100,9/10,9/10,10/10,9/10,10/10,9/10,0,1638.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2-3 years,2-6 months
16767131,2016-12-25,unknown,unknown,0.0,1.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,6,2.0,2.0,2.0,275,3,1125,273,26,2017-03-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1558.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
16787384,2015-08-15,within an hour,100%,1.0,2.0,1.0,East Queen Anne,Queen Anne,Apartment,Entire home/apt,5,1.0,2.0,2.0,165,30,240,133,10,2017-07-02,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2056.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,2-6 months
16807494,2014-01-14,within an hour,100%,1.0,1.0,1.0,Mann,Central Area,House,Entire home/apt,2,1.0,1.0,1.0,113,2,31,224,207,2017-05-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2634.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
16807983,2017-01-16,within a day,100%,0.0,3.0,1.0,Ravenna,Other neighborhoods,House,Entire home/apt,8,3.0,4.0,5.0,399,30,240,261,55,2017-01-21,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,1536.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,6-12 months
16815738,2017-01-17,within a few hours,100%,1.0,1.0,1.0,Green Lake,Other neighborhoods,Other,Private room,1,1.0,1.0,1.0,42,4,90,88,71,2017-03-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1535.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-8 weeks
16873284,2015-11-23,unknown,unknown,1.0,1.0,1.0,International District,Downtown,Apartment,Entire home/apt,8,1.0,2.0,4.0,180,30,30,180,105,2017-03-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1956.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
16926505,2016-11-10,within a few hours,100%,0.0,2.0,1.0,Harrison/Denny-Blaine,Central Area,House,Entire home/apt,6,2.5,4.0,4.0,450,4,200,291,1,2018-06-30,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1603.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
16928699,2017-01-24,within an hour,100%,1.0,1.0,1.0,Mann,Central Area,House,Entire home/apt,2,1.0,1.0,1.0,99,2,31,15,148,2017-02-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1528.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
16930490,2017-01-24,within a day,50-89%,1.0,1.0,1.0,Broadway,Capitol Hill,Other,Entire home/apt,4,1.0,2.0,3.0,120,2,1125,334,144,2017-02-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1528.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
16943987,2014-04-13,unknown,unknown,0.0,2.0,1.0,Stevens,Capitol Hill,Apartment,Entire home/apt,1,1.0,1.0,1.0,70,180,180,263,3,2017-03-31,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2545.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
16962405,2015-08-06,within an hour,100%,1.0,1.0,1.0,West Queen Anne,Queen Anne,Other,Entire home/apt,6,1.0,2.0,2.0,257,3,1125,291,54,2017-04-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2065.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
16997899,2016-06-17,within an hour,100%,1.0,3.0,0.0,North Beacon Hill,Beacon Hill,Other,Private room,2,1.5,1.0,1.0,63,1,29,29,194,2017-02-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1749.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,0-2 weeks
17000592,2014-05-13,within an hour,100%,0.0,3.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,93,2,1125,177,94,2017-02-20,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0,2515.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
17011270,2015-12-30,within a day,100%,1.0,1.0,1.0,East Queen Anne,Queen Anne,Apartment,Entire home/apt,4,1.0,2.0,2.0,225,30,120,256,54,2017-03-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1919.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
17030061,2015-12-05,within an hour,100%,1.0,17.0,1.0,Ravenna,Other neighborhoods,House,Entire home/apt,8,2.0,3.0,5.0,185,2,1125,74,197,2017-02-16,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,1,1944.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
17031553,2016-08-05,unknown,unknown,0.0,1.0,1.0,Adams,Ballard,House,Entire home/apt,8,1.5,3.0,5.0,199,3,30,63,26,2017-03-29,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,1700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
17075365,2011-08-08,within a few hours,100%,0.0,1.0,1.0,Leschi,Central Area,Apartment,Entire home/apt,4,1.0,2.0,2.0,110,30,1125,226,35,2017-03-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3524.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
17078780,2014-02-16,within a few hours,100%,1.0,0.0,1.0,Wallingford,Other neighborhoods,Other,Entire home/apt,3,1.0,1.0,2.0,84,5,1125,169,5,2020-01-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2601.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1-2 years,2-8 weeks
17094436,2016-02-11,within an hour,100%,1.0,1.0,1.0,Matthews Beach,Lake City,Other,Entire home/apt,4,1.0,1.0,1.0,95,2,30,85,156,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1876.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,0-2 weeks
17096587,2015-10-06,unknown,unknown,0.0,1.0,1.0,Briarcliff,Magnolia,Apartment,Entire home/apt,4,1.0,1.0,2.0,159,30,60,0,285,2017-02-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2004.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
17123205,2012-08-17,within a few hours,100%,1.0,5.0,1.0,North Delridge,Delridge,Apartment,Entire home/apt,2,1.0,1.0,1.0,116,2,100,0,112,2017-04-17,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,1,3149.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
17178460,2017-02-09,within an hour,100%,1.0,2.0,1.0,Columbia City,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,43,1,45,211,152,2017-07-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1512.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,6-12 months
17184459,2017-01-20,within an hour,90-99%,0.0,11.0,1.0,North Queen Anne,Queen Anne,House,Entire home/apt,7,3.5,4.0,5.0,357,2,1125,359,30,2018-01-25,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,1532.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-6 months
17190446,2013-08-24,within a few hours,100%,1.0,1.0,1.0,East Queen Anne,Queen Anne,House,Entire home/apt,4,1.0,1.0,2.0,103,1,1125,45,149,2017-03-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2777.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
17210191,2017-02-10,within a few hours,100%,1.0,1.0,1.0,South Beacon Hill,Beacon Hill,House,Entire home/apt,8,2.0,4.0,4.0,175,3,30,75,81,2017-04-23,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,1511.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-8 weeks
17228224,2017-01-12,within a day,50-89%,0.0,7.0,1.0,North College Park,Northgate,Other,Private room,1,3.0,1.0,3.0,28,30,90,90,1,2019-06-14,95-100/100,10/10,10/10,10/10,10/10,10/10,0-8/10,0,1540.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1-2 years,1+ year
17228779,2017-01-12,within a day,50-89%,0.0,7.0,1.0,North College Park,Northgate,Other,Private room,1,0.0,1.0,1.0,24,30,90,52,6,2018-08-21,80-94/100,9/10,9/10,10/10,10/10,9/10,10/10,0,1540.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,2-8 weeks
17303750,2014-06-25,unknown,unknown,0.0,1.0,1.0,Lawton Park,Magnolia,House,Entire home/apt,8,1.0,1.0,1.0,275,30,60,365,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no reviews,no reviews
17345311,2016-04-09,within an hour,100%,1.0,3.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,97,2,32,315,258,2017-03-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1818.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,0-2 weeks
17348568,2011-03-20,within a few hours,50-89%,0.0,6.0,1.0,North Beacon Hill,Beacon Hill,Apartment,Entire home/apt,4,1.0,1.0,1.0,85,30,365,38,19,2017-03-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3665.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,1+ year
17361814,2012-06-29,unknown,unknown,1.0,1.0,0.0,Meadowbrook,Lake City,Other,Private room,2,1.0,1.0,1.0,55,2,10,48,80,2017-03-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3198.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4+ years,1+ year
17388273,2013-09-25,within a few hours,100%,0.0,6.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,5,1.0,1.0,3.0,92,3,365,243,109,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,2745.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-6 months
17423614,2011-03-20,within a few hours,50-89%,0.0,6.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,0.0,84,30,138,42,152,2017-03-29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3665.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
17427868,2015-03-04,within a few hours,50-89%,0.0,18.0,1.0,Seward Park,Seward Park,Other,Private room,2,1.5,1.0,1.0,30,30,365,197,11,2017-06-15,80-94/100,9/10,0-8/10,10/10,9/10,9/10,9/10,0,2220.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,2-6 months
17445861,2015-02-16,unknown,unknown,1.0,7.0,1.0,Lower Queen Anne,Queen Anne,House,Entire home/apt,3,1.0,1.0,1.0,124,1,28,0,223,2017-10-13,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2236.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,2-8 weeks
17482729,2017-02-28,unknown,unknown,1.0,1.0,1.0,Columbia City,Rainier Valley,Other,Entire home/apt,4,2.0,2.0,2.0,149,30,1125,10,47,2017-08-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1493.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,2-6 months
17483323,2015-12-08,within an hour,100%,1.0,13.0,1.0,Green Lake,Other neighborhoods,Apartment,Entire home/apt,4,1.0,2.0,3.0,100,1,65,78,309,2017-05-20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1941.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2-3 years,2-8 weeks
17483515,2015-11-10,within an hour,100%,1.0,1.0,0.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,3,1.0,1.0,2.0,109,2,60,143,195,2017-07-02,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1969.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2-3 years,0-2 weeks
17510283,2012-03-21,within an hour,100%,1.0,2.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,76,1,14,49,372,2017-05-12,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,3298.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,0-2 weeks
17514702,2017-03-01,within an hour,100%,0.0,2.0,0.0,Maple Leaf,Northgate,House,Entire home/apt,12,2.0,4.0,5.0,175,2,60,353,24,2017-03-16,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0,1492.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4+ years,6-12 months
17569817,2011-06-02,within an hour,90-99%,1.0,11.0,0.0,North Beacon Hill,Beacon Hill,House,Entire home/apt,10,3.5,4.0,6.0,280,3,1124,245,144,2017-03-24,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,3591.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-8 weeks
17569942,2017-01-28,within an hour,100%,1.0,1.0,1.0,Genesee,West Seattle,Other,Entire home/apt,2,1.0,1.0,1.0,90,2,80,45,151,2017-03-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1524.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-8 weeks
17575412,2014-07-08,within an hour,100%,1.0,2.0,1.0,Greenwood,Other neighborhoods,Apartment,Entire home/apt,3,1.0,1.0,1.0,129,1,1125,250,363,2017-07-28,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2459.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,0-2 weeks
17584427,2009-08-13,within an hour,50-89%,0.0,3.0,1.0,High Point,Delridge,Other,Private room,1,2.0,1.0,1.0,50,5,365,365,3,2017-09-29,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,4249.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
