id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_days_active,air_conditioning,bbq,balcony,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,internet,long_term_stays,private_entrance,time_since_first_review,time_since_last_review
47492437,2014-01-28,within an hour,90-99%,0.0,8.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,3,1.0,1.0,1.0,83,1,1125,122,9,2021-01-10,95-100/100,10/10,9/10,10/10,10/10,9/10,9/10,1,2620.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47500027,2017-02-17,within an hour,100%,0.0,6.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,122,1,14,43,5,2021-01-09,80-94/100,9/10,9/10,0-8/10,10/10,10/10,9/10,1,1504.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0-6 months,2-8 weeks
47518774,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,123,90,365,360,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47529866,2013-08-30,within an hour,90-99%,0.0,882.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,4,2.0,2.0,2.0,199,3,365,31,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2771.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47529946,2013-08-30,within an hour,90-99%,0.0,882.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,136,30,365,197,1,2021-02-28,0-79/100,0-8/10,10/10,0-8/10,0-8/10,10/10,0-8/10,1,2771.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47529956,2013-08-30,within an hour,90-99%,0.0,882.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,136,30,365,197,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2771.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47532120,2015-11-02,within an hour,100%,0.0,1318.0,1.0,Genesee,West Seattle,Apartment,Entire home/apt,2,1.5,1.0,1.0,144,30,365,359,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1977.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,no reviews,no reviews
47546100,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,3,1.0,1.0,1.0,235,30,365,361,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47546102,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,3,1.0,1.0,1.0,230,30,365,1,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47546106,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,5,2.0,2.0,2.0,566,30,365,361,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47546107,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,5,2.0,2.0,2.0,632,30,365,361,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47546112,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,5,2.5,2.0,2.0,735,30,365,361,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47546686,2019-06-27,within a day,90-99%,1.0,0.0,0.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,1,1.0,1.0,1.0,41,30,1125,210,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,644.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47566896,2021-01-10,within an hour,100%,0.0,0.0,0.0,Lower Queen Anne,Queen Anne,Apartment,Entire home/apt,4,1.0,1.0,2.0,69,90,1125,194,1,2021-02-15,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47583248,2019-06-19,within an hour,100%,0.0,2.0,1.0,Lawton Park,Magnolia,House,Entire home/apt,6,1.0,2.0,4.0,151,2,1125,151,4,2021-01-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,652.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47583939,2016-06-24,within an hour,100%,1.0,0.0,1.0,North Delridge,Delridge,Other,Private room,2,1.0,1.0,1.0,47,1,28,38,11,2021-01-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,1742.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47584186,2014-12-28,within an hour,90-99%,0.0,7.0,1.0,Wallingford,Other neighborhoods,Apartment,Entire home/apt,6,1.0,2.0,2.0,103,1,30,1,5,2021-01-31,0-79/100,9/10,10/10,10/10,10/10,10/10,9/10,1,2286.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47584189,2021-01-10,within an hour,90-99%,0.0,0.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,2,1.0,1.0,2.0,56,1,1125,83,8,2021-01-15,80-94/100,9/10,0-8/10,9/10,9/10,10/10,9/10,1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47595554,2013-08-30,within an hour,90-99%,0.0,882.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,136,2,365,201,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2771.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47596452,2012-01-11,within an hour,100%,0.0,1.0,1.0,West Woodland,Ballard,House,Entire home/apt,2,2.0,2.0,2.0,128,30,1125,1,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,3368.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47701969,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,108,90,365,360,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47705171,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,South Lake Union,Cascade,Apartment,Entire home/apt,5,2.0,2.0,2.0,328,30,365,361,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47707069,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,140,90,365,360,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47721751,2016-06-19,unknown,unknown,0.0,0.0,1.0,West Queen Anne,Queen Anne,Other,Private room,2,1.0,1.0,1.0,900,30,1125,365,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1747.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47728180,2011-08-18,within an hour,100%,0.0,0.0,1.0,Maple Leaf,Northgate,House,Entire home/apt,2,1.0,1.0,1.0,129,2,7,30,1,2021-03-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3514.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0-6 months,2-8 weeks
47736109,2016-10-12,within an hour,100%,1.0,0.0,1.0,Cedar Park,Lake City,Apartment,Entire home/apt,5,1.0,1.0,1.0,83,30,181,136,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1632.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47737270,2015-09-06,within an hour,100%,0.0,0.0,1.0,Rainier Beach,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,25,30,1125,30,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2034.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no reviews,no reviews
47749758,2015-09-06,within an hour,100%,0.0,0.0,1.0,Rainier Beach,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,27,30,1125,0,1,2021-01-30,0-79/100,0-8/10,0-8/10,10/10,0-8/10,10/10,0-8/10,1,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-6 months
47766765,2018-03-21,within an hour,100%,1.0,2.0,1.0,Westlake,Cascade,Other,Entire home/apt,2,1.0,1.0,2.0,109,30,365,38,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47767270,2018-03-21,within an hour,100%,1.0,2.0,1.0,Westlake,Cascade,Other,Entire home/apt,2,1.0,1.0,1.0,99,30,1125,36,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,1107.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47784517,2016-10-12,within an hour,100%,1.0,0.0,1.0,Cedar Park,Lake City,Apartment,Entire home/apt,5,1.0,1.0,1.0,78,30,181,125,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1632.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47804181,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,3,1.0,1.0,1.0,115,30,365,360,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47811123,2018-02-03,within an hour,100%,0.0,0.0,1.0,Greenwood,Other neighborhoods,House,Entire home/apt,5,1.0,2.0,2.0,90,1,29,0,7,2021-02-13,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1,1153.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47814845,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,University District,University District,Apartment,Entire home/apt,3,1.0,1.0,2.0,80,30,1125,334,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,3170.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no reviews,no reviews
47820761,2016-08-31,within an hour,100%,0.0,2.0,1.0,Atlantic,Central Area,House,Entire home/apt,4,1.0,2.0,2.0,145,1,1125,154,6,2021-02-06,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,1,1674.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47822303,2016-12-16,within an hour,100%,0.0,1435.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,134,30,1125,252,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1567.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47822316,2016-12-16,within an hour,100%,0.0,1435.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,122,30,1125,337,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1567.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47822329,2016-12-16,within an hour,100%,0.0,1435.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,173,30,1125,317,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1567.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47842614,2015-07-16,within an hour,100%,0.0,2.0,1.0,North Beacon Hill,Beacon Hill,House,Entire home/apt,4,1.5,2.0,2.0,66,2,1125,0,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2086.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,no reviews,no reviews
47843109,2014-01-16,within an hour,90-99%,0.0,15.0,1.0,Fremont,Other neighborhoods,Apartment,Entire home/apt,4,1.0,2.0,2.0,168,2,120,151,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,2632.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47844989,2021-01-22,within an hour,100%,0.0,0.0,0.0,Broadway,Capitol Hill,House,Entire home/apt,2,1.0,1.0,1.0,95,2,30,148,9,2021-02-07,80-94/100,10/10,9/10,9/10,9/10,10/10,10/10,1,69.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47848247,2013-05-13,within an hour,100%,0.0,8.0,1.0,Pioneer Square,Downtown,Other,Entire home/apt,2,1.0,1.0,1.0,65,1,30,321,7,2021-02-08,80-94/100,0-8/10,0-8/10,9/10,9/10,9/10,9/10,1,2880.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47894233,2020-09-09,within an hour,100%,0.0,0.0,0.0,South Beacon Hill,Beacon Hill,Other,Private room,2,2.0,1.0,2.0,59,1,60,365,1,2021-02-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,204.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47900852,2014-01-21,within an hour,100%,0.0,0.0,1.0,Greenwood,Other neighborhoods,House,Entire home/apt,4,1.0,2.0,2.0,290,3,180,135,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2627.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47902724,2015-07-13,within an hour,100%,1.0,2.0,1.0,Bryant,Other neighborhoods,Apartment,Entire home/apt,2,1.0,1.0,2.0,89,2,30,0,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2089.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no reviews,no reviews
47905152,2011-09-28,within a few hours,100%,0.0,0.0,0.0,Green Lake,Other neighborhoods,Apartment,Entire home/apt,2,1.0,1.0,1.0,85,30,1125,1,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,3473.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no reviews,no reviews
47905311,2020-07-28,within an hour,90-99%,0.0,1225.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,135,90,365,329,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,247.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47908013,2016-09-29,within an hour,100%,1.0,1.0,1.0,Mid-Beacon Hill,Beacon Hill,House,Entire home/apt,2,1.0,2.0,2.0,72,30,1125,141,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1645.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47908173,2016-06-29,within an hour,90-99%,0.0,3.0,1.0,Eastlake,Cascade,Apartment,Entire home/apt,6,1.0,2.0,3.0,96,1,1125,139,6,2021-02-08,95-100/100,10/10,9/10,10/10,9/10,9/10,10/10,1,1737.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47912723,2014-06-05,within an hour,90-99%,0.0,9.0,1.0,Roxhill,Delridge,Other,Shared room,1,2.0,1.0,0.0,21,1,365,339,1,2021-03-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47916144,2016-12-16,within an hour,100%,0.0,1435.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,149,30,1125,328,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1567.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47919660,2016-12-16,within an hour,100%,0.0,1435.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,122,30,1125,279,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1,1567.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47923108,2017-09-08,within an hour,90-99%,0.0,4.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,109,1,14,32,9,2021-02-01,0-79/100,0-8/10,0-8/10,9/10,0-8/10,10/10,0-8/10,1,1301.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0-6 months,2-8 weeks
47923690,2017-02-17,within an hour,100%,0.0,6.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,4,1.0,1.0,1.0,107,1,14,10,4,2021-02-06,95-100/100,10/10,9/10,9/10,10/10,10/10,10/10,1,1504.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0-6 months,2-8 weeks
47923880,2017-02-17,within an hour,100%,0.0,6.0,1.0,Pike-Market,Downtown,Apartment,Entire home/apt,5,1.0,1.0,1.0,107,1,14,10,13,2021-02-02,80-94/100,10/10,0-8/10,9/10,9/10,10/10,9/10,1,1504.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0-6 months,2-8 weeks
47924335,2021-02-03,unknown,unknown,0.0,3.0,0.0,Broadway,Capitol Hill,Apartment,Entire home/apt,2,1.0,1.0,1.0,59,2,13,79,2,2021-02-10,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,1,57.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0-6 months,2-8 weeks
47936330,2014-06-05,within an hour,90-99%,0.0,9.0,1.0,Roxhill,Delridge,Other,Shared room,1,2.0,1.0,1.0,26,1,1125,354,1,2021-02-19,0-79/100,0-8/10,0-8/10,10/10,10/10,10/10,0-8/10,0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47936451,2021-01-28,within an hour,100%,0.0,0.0,0.0,Gatewood,West Seattle,Apartment,Entire home/apt,4,1.5,2.0,2.0,175,30,1125,281,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47938007,2014-06-05,within an hour,90-99%,0.0,9.0,1.0,Fauntleroy,West Seattle,Other,Shared room,1,2.0,1.0,1.0,24,1,1125,356,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no reviews,no reviews
47939463,2015-05-14,within an hour,100%,0.0,3.0,1.0,University District,University District,Apartment,Entire home/apt,6,1.0,2.0,4.0,101,30,1125,20,1,2021-03-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2149.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47940383,2015-01-22,within an hour,100%,0.0,4.0,1.0,Cedar Park,Lake City,House,Entire home/apt,8,1.5,1.0,1.0,109,30,365,346,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2261.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47942972,2021-01-28,within an hour,100%,0.0,0.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,6,2.0,2.0,3.0,160,2,28,164,3,2021-02-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,63.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0-6 months,2-8 weeks
47944415,2013-07-24,within an hour,100%,1.0,2.0,1.0,Bryant,Other neighborhoods,House,Entire home/apt,3,1.0,2.0,2.0,65,30,80,0,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,2808.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47955180,2012-11-20,within an hour,100%,0.0,2.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,110,3,90,0,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,3054.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no reviews,no reviews
47962012,2012-02-10,within an hour,100%,0.0,4.0,1.0,North College Park,Northgate,House,Entire home/apt,6,1.0,2.0,0.0,165,1,365,301,1,2021-01-31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3338.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47962381,2016-12-01,unknown,unknown,0.0,1.0,1.0,North Delridge,Delridge,Other,Entire home/apt,2,1.0,1.0,1.0,66,3,30,301,2,2021-03-07,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,1582.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47966894,2018-01-19,within an hour,100%,1.0,4.0,1.0,Wallingford,Other neighborhoods,House,Entire home/apt,12,3.0,6.0,6.0,279,3,30,244,1,2021-03-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,1168.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0-6 months,2-8 weeks
47968970,2017-09-08,within an hour,90-99%,0.0,4.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,5,1.0,1.0,1.0,111,1,14,8,9,2021-02-08,80-94/100,9/10,9/10,9/10,0-8/10,10/10,9/10,1,1301.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0-6 months,2-8 weeks
