,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
761,Columbia City,47.55895744392826,-122.28617754445352,Island Soul Caribbean Bar and Cuisine,47.55813901839223,-122.28529369550688,Caribbean Restaurant
765,Columbia City,47.55895744392826,-122.28617754445352,La Teranga,47.557672242194045,-122.28507419561534,African Restaurant
766,Columbia City,47.55895744392826,-122.28617754445352,La Medusa,47.55848590327292,-122.28546572409248,Italian Restaurant
772,Columbia City,47.55895744392826,-122.28617754445352,Rookies Sports Bar & Grill,47.55782898132812,-122.28428554993344,American Restaurant
773,Columbia City,47.55895744392826,-122.28617754445352,Billiard Hoang,47.557272195929045,-122.29048003196088,Vietnamese Restaurant
775,Columbia City,47.55895744392826,-122.28617754445352,Hummingbird Saloon,47.55606238855604,-122.28407250770172,Bar
778,Columbia City,47.55895744392826,-122.28617754445352,El Sombrero,47.55809892962339,-122.28503113156448,Mexican Restaurant
780,Columbia City,47.55895744392826,-122.28617754445352,Lottie's Lounge,47.55776203283563,-122.28492878612764,Bar
783,Columbia City,47.55895744392826,-122.28617754445352,Jus Bar,47.55763825070477,-122.28485167187064,Juice Bar
784,Columbia City,47.55895744392826,-122.28617754445352,Wabi-Sabi Sushi Bar and Restaurant,47.557621679546735,-122.28501748132184,Sushi Restaurant
785,Columbia City,47.55895744392826,-122.28617754445352,The Spice Room,47.55752705422336,-122.2851186258251,Thai Restaurant
786,Columbia City,47.55895744392826,-122.28617754445352,Pho Bo,47.55964703506603,-122.28580964839053,Vietnamese Restaurant
789,Highland Park,47.52625753422921,-122.34322634182028,Morning Star mini-mart,47.522980915310974,-122.34698139781422,Grocery Store
805,High Point,47.54436612631187,-122.36877548892846,Pho Aroma,47.54548124018342,-122.37369087004674,Vietnamese Restaurant
821,Portage Bay,47.64638360937516,-122.31976225701416,Sushi Kappo Tamura,47.64866588843829,-122.32339821378416,Sushi Restaurant
823,Portage Bay,47.64638360937516,-122.31976225701416,Eastlake Bar & Grill,47.648563,-122.323875,American Restaurant
824,Portage Bay,47.64638360937516,-122.31976225701416,Little Water Cantina,47.64727122783545,-122.32514877569582,Mexican Restaurant
828,Montlake,47.64034517520172,-122.30707464980168,Cafe Lago,47.6396977895486,-122.30225550533684,Italian Restaurant
830,Montlake,47.64034517520172,-122.30707464980168,Traveler Montlake,47.63983042813917,-122.30223145031404,American Restaurant
831,Montlake,47.64034517520172,-122.30707464980168,Montlake Blvd Market,47.64348038649376,-122.3039151537126,Grocery Store
839,Montlake,47.64034517520172,-122.30707464980168,Mont's Market,47.6401306051473,-122.3019427357346,Grocery Store
842,Montlake,47.64034517520172,-122.30707464980168,Salon Blast,47.639765,-122.301714,Salon / Barbershop
843,Montlake,47.64034517520172,-122.30707464980168,Glam And Tonics AVEDA Salon,47.639765,-122.301714,Salon / Barbershop
854,Broadway,47.62424916436953,-122.32027513300557,Witness,47.62233857842506,-122.3209615563178,Cocktail Bar
857,Broadway,47.62424916436953,-122.32027513300557,Wedgwood II Vegetarian Thai,47.62265786482233,-122.32084083972204,Thai Restaurant
858,Broadway,47.62424916436953,-122.32027513300557,Cook Weaver,47.62510170196056,-122.32178191972945,Restaurant
862,Broadway,47.62424916436953,-122.32027513300557,Lionhead,47.6248805997334,-122.32082398938964,Szechuan Restaurant
863,Broadway,47.62424916436953,-122.32027513300557,Altura,47.62476315768852,-122.3211028556883,Italian Restaurant
864,Broadway,47.62424916436953,-122.32027513300557,Scream Salon,47.62100039896817,-122.32144178589692,Salon / Barbershop
865,Broadway,47.62424916436953,-122.32027513300557,Herb & Bitter Public House,47.623560360932245,-122.32091704223164,Cocktail Bar
866,Broadway,47.62424916436953,-122.32027513300557,The Deluxe Bar and Grill,47.6251138167224,-122.32119603216644,American Restaurant
868,Broadway,47.62424916436953,-122.32027513300557,Rom Mai Thai,47.62471467069717,-122.32106712925103,Thai Restaurant
869,Broadway,47.62424916436953,-122.32027513300557,Sol Liquor Lounge,47.624604720961216,-122.32543398650216,Cocktail Bar
873,Broadway,47.62424916436953,-122.32027513300557,Olmstead,47.621584,-122.320615,American Restaurant
874,Broadway,47.62424916436953,-122.32027513300557,Single Shot,47.62468755431367,-122.32543068483751,American Restaurant
876,Broadway,47.62424916436953,-122.32027513300557,Harry's Fine Foods,47.624402,-122.326771,Restaurant
878,Broadway,47.62424916436953,-122.32027513300557,Queen Sheba Ethiopian Restaurant,47.62000156404517,-122.32007228522367,Ethiopian Restaurant
880,Broadway,47.62424916436953,-122.32027513300557,Americana Restaurant,47.6205777,-122.321265,American Restaurant
881,Stevens,47.62686302831848,-122.3054333000059,Monsoon,47.624790698446255,-122.3073497336278,Vietnamese Restaurant
882,Stevens,47.62686302831848,-122.3054333000059,Vios Cafe and Market Place,47.62695193289235,-122.30743594602173,Greek Restaurant
894,Victory Heights,47.71077496398707,-122.30598665680397,Manna Teriyaki - Lake City,47.7099545283363,-122.30036964804626,Asian Restaurant
914,Cedar Park,47.72380685921152,-122.28729632780151,Pho Binh,47.72503163089719,-122.292060848797,Vietnamese Restaurant
929,Pinehurst,47.720388636371965,-122.31920022681236,Mani's Kitchen,47.718486,-122.318517,Indian Restaurant
949,Tourist District,47.73199805728968,-122.14789668895052,The Herbfarm,47.73333958315617,-122.14732819237948,New American Restaurant
951,Tourist District,47.73199805728968,-122.14789668895052,Barking Frog,47.73354768267381,-122.14730525107122,American Restaurant
954,Tourist District,47.73199805728968,-122.14789668895052,Purple Café and Wine Bar,47.73172034130812,-122.14194583792994,Wine Bar
955,Tourist District,47.73199805728968,-122.14789668895052,The Commons,47.732299174502025,-122.1419458136046,Café
957,Tourist District,47.73199805728968,-122.14789668895052,Sora Sushi,47.7319575057397,-122.14212244527144,Sushi Restaurant
959,Tourist District,47.73199805728968,-122.14789668895052,Hollywood Tavern,47.73322894284914,-122.15289239431236,Bar
962,Tourist District,47.73199805728968,-122.14789668895052,Gorman Winery Tasting Room,47.7330629034544,-122.14247776433248,Wine Bar
963,Tourist District,47.73199805728968,-122.14789668895052,Fireside Cellars,47.73360007242433,-122.14674778162076,Wine Bar
964,Tourist District,47.73199805728968,-122.14789668895052,Tinte Cellars Tasting Room,47.73154929558746,-122.14197160098588,Wine Bar
970,Town Center,47.75546151182401,-122.15532581761468,Moeida Asian Bistro,47.7568839824352,-122.15453892946245,Asian Restaurant
975,Town Center,47.75546151182401,-122.15532581761468,Pasta Nova Italiano,47.75329540497688,-122.1522265277322,Italian Restaurant
978,Town Center,47.75546151182401,-122.15532581761468,Haggen Northwest Fresh,47.75575231486169,-122.15735123322702,Grocery Store
980,Town Center,47.75546151182401,-122.15532581761468,Great Clips,47.754696366743474,-122.15793885293353,Salon / Barbershop
983,Town Center,47.75546151182401,-122.15532581761468,Pho Vina,47.75373026444351,-122.15364357719452,Vietnamese Restaurant
986,Town Center,47.75546151182401,-122.15532581761468,Rooney's Food & Spirits,47.75574132521285,-122.1521398367418,Sports Bar
991,Town Center,47.75546151182401,-122.15532581761468,Big Fish Grill,47.75473153235012,-122.15644028131494,Seafood Restaurant
992,Town Center,47.75546151182401,-122.15532581761468,Clay Oven,47.75338901366383,-122.15353144145496,Indian Restaurant
994,Town Center,47.75546151182401,-122.15532581761468,AKANE Ramen,47.75562135215655,-122.1512066089615,Asian Restaurant
1001,Lower West Ridge,47.73599010088663,-122.15979535935544,Isenhower Cellars,47.73692055656333,-122.1555548821066,Wine Bar
1005,North Industrial,47.76690425695999,-122.15282948330707,Patterson Cellars,47.76939492590702,-122.15131393104794,Wine Bar
1009,North Industrial,47.76690425695999,-122.15282948330707,Guardian Cellars,47.76944042833603,-122.15169351042891,Wine Bar
1010,North Industrial,47.76690425695999,-122.15282948330707,Sparkman Cellars,47.76957595494863,-122.15173216248849,Wine Bar
1031,Algona,47.28198638333622,-122.25042006208126,Coco Joe's Tiki Bar & Grill,47.279414795955866,-122.25087325894422,Bar
1035,Auburn,47.307018403949854,-122.21084853594844,Athens Pizza and Pasta,47.308102286300816,-122.21646547942072,Italian Restaurant
1036,Auburn,47.307018403949854,-122.21084853594844,Main Street Market,47.308523,-122.214112,Grocery Store
1039,Black Diamond,47.31305202492302,-122.01823094842992,Illusion Winery,47.31028366088867,-122.02212524414062,Wine Bar
1047,Burien,47.47610578200904,-122.33950834947136,Jack in the Box,47.47594432776847,-122.33351871371268,Fast Food Restaurant
1069,Enumclaw,47.20199874730541,-121.98989042597306,Rainier Bar and Grill,47.203803896547,-121.9892653065344,Bar
1070,Enumclaw,47.20199874730541,-121.98989042597306,Kelly's Mercantile,47.2027916553562,-121.9907814949308,Café
1072,Enumclaw,47.20199874730541,-121.98989042597306,Jersey Mike's Subs,47.20095,-121.99021,Fast Food Restaurant
1078,Enumclaw,47.20199874730541,-121.98989042597306,The Mint Restaurant & Alehouse,47.20383404176592,-121.98981799210983,Pub
1083,Enumclaw,47.20199874730541,-121.98989042597306,Grocery Outlet,47.198549,-121.990689,Grocery Store
1086,Enumclaw,47.20199874730541,-121.98989042597306,Taco Bell,47.199902,-121.98738,Fast Food Restaurant
1088,Enumclaw,47.20199874730541,-121.98989042597306,The Local,47.203973,-121.989758,Café
1095,Federal Way,47.309202508311806,-122.33601145364516,Best Sushi,47.30746040263613,-122.33519642432344,Japanese Restaurant
1097,Federal Way,47.309202508311806,-122.33601145364516,Peking Wok,47.30711236293896,-122.33561814842864,Chinese Restaurant
1102,Issaquah,47.541403987791526,-122.04404268636571,The Black Duck Cask and Bottle,47.540383995095,-122.0415417564654,American Restaurant
1103,Issaquah,47.541403987791526,-122.04404268636571,Tantalus Restaurant,47.53998622198396,-122.04196224571928,Greek Restaurant
1106,Issaquah,47.541403987791526,-122.04404268636571,The Egg & Us - Issaquah,47.540973491233416,-122.0422806974299,New American Restaurant
1108,Issaquah,47.541403987791526,-122.04404268636571,Tikka Masala,47.5404229057839,-122.0409300946364,Indian Restaurant
1109,Issaquah,47.541403987791526,-122.04404268636571,Ristorante Nicolino Italiano,47.54032429691112,-122.04096727517133,Italian Restaurant
1111,Issaquah,47.541403987791526,-122.04404268636571,Noodle Boat Thai Restaurant,47.54365380116116,-122.04704987653813,Thai Restaurant
1119,Issaquah,47.541403987791526,-122.04404268636571,Jamba Juice,47.541763,-122.048548,Juice Bar
1125,Issaquah,47.541403987791526,-122.04404268636571,Ohana,47.54058135676011,-122.03976878580109,Japanese Restaurant
1126,Issaquah,47.541403987791526,-122.04404268636571,Masa Mexican Kitchen + Cantina,47.54040229745284,-122.04141735073868,Mexican Restaurant
1130,Issaquah,47.541403987791526,-122.04404268636571,Bloom Juice,47.5403554,-122.041283,Juice Bar
1132,Kent,47.38877723156747,-122.21283768133893,Club Q 4.0,47.38759594422753,-122.21509678164496,Cocktail Bar
1137,Kenmore,47.753190234577936,-122.2461984486472,Fortune Inn,47.75144524009654,-122.24905973334468,Chinese Restaurant
1140,Kenmore,47.753190234577936,-122.2461984486472,Manhattan Express Grocery,47.75150466320506,-122.24974533471014,Grocery Store
1143,Lake Forest Park,47.75954401067598,-122.28774323371928,Buss Stop & Brew House,47.760090000000005,-122.28613500000002,Bar
1173,Redmond,47.6761426935086,-122.11655035637187,Emerald City Smoothie - Redmond,47.672276305326456,-122.11719897877288,Juice Bar
1174,Redmond,47.6761426935086,-122.11655035637187,Noodle Land,47.67250556134524,-122.11965254684236,Thai Restaurant
1175,Redmond,47.6761426935086,-122.11655035637187,Iyara Thai,47.6727536626221,-122.12085217375234,Thai Restaurant
1179,Redmond,47.6761426935086,-122.11655035637187,Kanishka Cuisine of India,47.6726063538663,-122.1179451829365,Indian Restaurant
1182,Redmond,47.6761426935086,-122.11655035637187,Thai 65 Café,47.67277588171635,-122.11263798277454,Thai Restaurant
1183,Redmond,47.6761426935086,-122.11655035637187,Sunny Teriyaki,47.672897,-122.112671,Japanese Restaurant
1185,Redmond,47.6761426935086,-122.11655035637187,Inchin's Bamboo Garden,47.67252628712977,-122.11979151708374,Indian Restaurant
1187,Redmond,47.6761426935086,-122.11655035637187,Sizzle n Spices,47.673319916607234,-122.11978932734218,Pakistani Restaurant
1189,Shoreline,47.7563395797572,-122.34234108555954,Trader Joe's,47.75506797872805,-122.34383584932267,Grocery Store
1192,Shoreline,47.7563395797572,-122.34234108555954,Jersey's Great Food & Spirits,47.75628445912448,-122.34238917485598,Bar
1199,Shoreline,47.7563395797572,-122.34234108555954,Sultan Gyro and Shwarma Grill,47.75621137486833,-122.34617043989206,Mediterranean Restaurant
1201,Shoreline,47.7563395797572,-122.34234108555954,Red Crane Steak And Sushi,47.75349420959226,-122.34608759711382,Sushi Restaurant
1204,Skykomish,47.71033184811229,-121.35860373044385,The Whistling Post,47.70948247488776,-121.35986682870238,Bar
1207,Skykomish,47.71033184811229,-121.35860373044385,Big Bear,47.71184097706668,-121.36035952315108,Restaurant
1215,SeaTac,47.44450000834529,-122.29867338225544,Caffe Vita,47.44468227691037,-122.30356970302016,Café
1240,SeaTac,47.44450000834529,-122.29867338225544,Vino Volo,47.44316470225424,-122.30281216774574,Wine Bar
1249,Phinney Ridge,47.67403681580202,-122.3533276239414,Chef Liao,47.67296182490042,-122.35430668966136,Chinese Restaurant
1250,Phinney Ridge,47.67403681580202,-122.3533276239414,Modern Japanese Cuisine,47.67348502605973,-122.3542226709728,Japanese Restaurant
1254,Phinney Ridge,47.67403681580202,-122.3533276239414,Fresh Flours,47.67315634832812,-122.35446206995992,Café
1259,Phinney Ridge,47.67403681580202,-122.3533276239414,Sully's Snowgoose,47.67378279117656,-122.35455163586168,Bar
1260,Phinney Ridge,47.67403681580202,-122.3533276239414,Rudy's Barbershop - Phinney,47.67561832245191,-122.35447003989864,Salon / Barbershop
1261,Phinney Ridge,47.67403681580202,-122.3533276239414,El Chupacabra,47.67813365495727,-122.35550102009252,Mexican Restaurant
1262,Phinney Ridge,47.67403681580202,-122.3533276239414,The Park Public House,47.67360031288768,-122.35420740446686,Pub
1263,Phinney Ridge,47.67403681580202,-122.3533276239414,Thaiku (ไทยคู) (Thaiku),47.67803187063438,-122.35549902580708,Thai Restaurant
1273,Phinney Ridge,47.67403681580202,-122.3533276239414,Ada's Restaurant,47.672241,-122.354016,New American Restaurant
1275,Phinney Ridge,47.67403681580202,-122.3533276239414,Teasome,47.676195485525696,-122.35416769981384,Asian Restaurant
1281,Wallingford,47.65999533825008,-122.3330655749838,Pho Than Brothers,47.6613619947598,-122.3308850266858,Asian Restaurant
1285,Wallingford,47.65999533825008,-122.3330655749838,Kabul Afghan Cuisine,47.66126853632811,-122.33121831894208,Restaurant
1286,Wallingford,47.65999533825008,-122.3330655749838,The Octopus Bar,47.66134057064252,-122.33323118159028,Dive Bar
1289,Wallingford,47.65999533825008,-122.3330655749838,Jhanjay Vegetarian Thai Cuisine,47.66143471477418,-122.3367502400843,Thai Restaurant
1296,Wallingford,47.65999533825008,-122.3330655749838,Issian Stone Grill,47.66144867059646,-122.33829231193816,Japanese Restaurant
1297,Wallingford,47.65999533825008,-122.3330655749838,Murphy's Pub,47.66144147125998,-122.33396610546468,Pub
1298,Wallingford,47.65999533825008,-122.3330655749838,4649 Yoroshiku Japanese Restaurant,47.661216,-122.334338,Japanese Restaurant
1299,Wallingford,47.65999533825008,-122.3330655749838,Pam's Kitchen,47.6613609295696,-122.33659245829942,Caribbean Restaurant
1304,Wallingford,47.65999533825008,-122.3330655749838,Chutney's Bistro,47.66072595494676,-122.33591165320036,Indian Restaurant
1306,Wallingford,47.65999533825008,-122.3330655749838,Kokkaku,47.66151840099612,-122.33208751726882,Asian Restaurant
1311,Fremont,47.656825776042574,-122.35279432518972,Fremont Bowl,47.65910054386501,-122.35001944268794,Japanese Restaurant
1312,Fremont,47.656825776042574,-122.35279432518972,Rock Creek Seafood & Spirits,47.659440485912334,-122.34975814819336,Seafood Restaurant
1313,Fremont,47.656825776042574,-122.35279432518972,Paseo Caribbean Food,47.65851930999576,-122.35011164625412,Caribbean Restaurant
1320,Fremont,47.656825776042574,-122.35279432518972,The Backdoor,47.65233522884996,-122.352755901177,American Restaurant
1322,Fremont,47.656825776042574,-122.35279432518972,ha!,47.65898789520365,-122.35008845390746,American Restaurant
1324,Fremont,47.656825776042574,-122.35279432518972,Pecado Bueno,47.65928451410614,-122.35021188413796,Mexican Restaurant
1325,Fremont,47.656825776042574,-122.35279432518972,Marketime Foods,47.66053430714124,-122.3497811997662,Grocery Store
1339,Ravenna,47.67511436387862,-122.300030911373,Junebaby,47.67582915444356,-122.3040588250999,Southern / Soul Food Restaurant
1341,Ravenna,47.67511436387862,-122.300030911373,Wataru,47.675887016835055,-122.30146384060689,Sushi Restaurant
1344,Ravenna,47.67511436387862,-122.300030911373,Salare,47.67587596657766,-122.30134296393688,New American Restaurant
1346,Ravenna,47.67511436387862,-122.300030911373,Ravenna's Varsity Restaurant,47.67586032406656,-122.3027105651027,American Restaurant
1347,Ravenna,47.67511436387862,-122.300030911373,Harissa Mediterranean Cuisine,47.67565989873754,-122.303385150996,Mediterranean Restaurant
1348,Ravenna,47.67511436387862,-122.300030911373,Cafe Arta at Third Place,47.67593429814654,-122.3064421742654,Greek Restaurant
1349,Ravenna,47.67511436387862,-122.300030911373,The Pub at Third Place,47.67597275860667,-122.30643782329804,Pub
1353,Ravenna,47.67511436387862,-122.300030911373,Flying Boots Ravenna,47.67596,-122.303343,Bar
1356,Ravenna,47.67511436387862,-122.300030911373,The Herbalist,47.675967,-122.304719,Grocery Store
1372,Bryant,47.67165144923028,-122.28598302324818,Mioposto,47.66866232440006,-122.29037962435144,Italian Restaurant
1374,Bryant,47.67165144923028,-122.28598302324818,La Villa Mexican Restaurant,47.6687076,-122.290969,Mexican Restaurant
1375,Bryant,47.67165144923028,-122.28598302324818,Yummy Cafe,47.66867441692962,-122.28427286942627,Chinese Restaurant
1382,Bryant,47.67165144923028,-122.28598302324818,La Piazza,47.66862869262695,-122.2904815673828,Seafood Restaurant
1386,Laurelhurst,47.65948419608027,-122.27884899806382,Children's Ocean Cafe,47.662563933061065,-122.2807803069862,Café
1393,Roosevelt,47.68307101675982,-122.31641285007336,Mojito,47.684259651015545,-122.31615120824802,Latin American Restaurant
1394,Roosevelt,47.68307101675982,-122.31641285007336,The Shambles,47.686509,-122.31233,Bar
1397,Roosevelt,47.68307101675982,-122.31641285007336,Chiang's Gourmet,47.6863954797841,-122.31419829135096,Chinese Restaurant
1399,Roosevelt,47.68307101675982,-122.31641285007336,Safeway,47.68197097039437,-122.31700034471942,Grocery Store
1402,Roosevelt,47.68307101675982,-122.31641285007336,Don Lucho’s,47.686616,-122.317709,Peruvian Restaurant
1413,South Park,47.52827901040988,-122.32601221781538,Osprey Bistro,47.526024,-122.328926,Restaurant
1416,South Park,47.52827901040988,-122.32601221781538,Seattle Bartending College,47.52617388632987,-122.3295156934273,Bar
1421,South Park,47.52827901040988,-122.32601221781538,La Toscanella South Park,47.5256773516526,-122.33017395759842,Italian Restaurant
1427,Wedgwood,47.69062029227398,-122.29188573666364,Wedgwood Alehouse,47.69065180709169,-122.2909886529071,Pub
1448,Bitter Lake,47.719506036232005,-122.35021822213868,Chada Thai,47.71966349876733,-122.35511390944248,Thai Restaurant
1452,Bitter Lake,47.719506036232005,-122.35021822213868,Chick-fil-A,47.7225581,-122.3456721,Fast Food Restaurant
1458,Bitter Lake,47.719506036232005,-122.35021822213868,Jack in the Box,47.72031778093748,-122.34544783830644,Fast Food Restaurant
1459,Bitter Lake,47.719506036232005,-122.35021822213868,Ichi Roll Teriyaki,47.71968691167535,-122.35506623717754,Sushi Restaurant
1467,Bitter Lake,47.719506036232005,-122.35021822213868,Siam Bistro,47.720366,-122.344692,Thai Restaurant
1468,Bitter Lake,47.719506036232005,-122.35021822213868,Heads Or Tails,47.72059790190491,-122.34471108632069,Dive Bar
1471,Bitter Lake,47.719506036232005,-122.35021822213868,Broadview Tap House,47.719337,-122.356152,Beer Bar
1472,Bitter Lake,47.719506036232005,-122.35021822213868,L'forno,47.723272,-122.348015,Restaurant
1476,North Beach - Blue Ridge,47.69968906799548,-122.38420281670864,Barn & Field Kitchen & Bakery,47.700046043551325,-122.37811866821096,Café
1480,Crown Hill,47.69699698091512,-122.3724997324924,The Thirsty Fish,47.69521376887744,-122.37527285292576,Sports Bar
1484,Crown Hill,47.69699698091512,-122.3724997324924,McDonald's,47.69506999628123,-122.37448290805332,Fast Food Restaurant
1493,Greenwood,47.69417433724555,-122.3553241543469,Gainsbourg,47.69142155514444,-122.35514729320126,French Restaurant
1498,Greenwood,47.69417433724555,-122.3553241543469,The Cozy Nut Tavern,47.69054729248996,-122.3567953099054,Bar
1499,Greenwood,47.69417433724555,-122.3553241543469,La Conasupo,47.69106170847363,-122.35521414187436,Mexican Restaurant
1500,Greenwood,47.69417433724555,-122.3553241543469,Gorditos,47.6905423106435,-122.35573931883448,Mexican Restaurant
1503,Greenwood,47.69417433724555,-122.3553241543469,Hummus Cafe,47.69059029580317,-122.3552409109078,Middle Eastern Restaurant
1506,Greenwood,47.69417433724555,-122.3553241543469,The Olive & Grape,47.69084499763496,-122.35514050115624,Mediterranean Restaurant
1509,Greenwood,47.69417433724555,-122.3553241543469,Great Clips,47.6920522,-122.3554934,Salon / Barbershop
1510,Greenwood,47.69417433724555,-122.3553241543469,Teachers Lounge,47.69078813521612,-122.3553699574463,Bar
1511,Greenwood,47.69417433724555,-122.3553241543469,Phad Thai,47.690955027011526,-122.35517204257972,Thai Restaurant
1512,Greenwood,47.69417433724555,-122.3553241543469,The Angry Beaver,47.69026830186801,-122.35509724015354,Sports Bar
1513,Greenwood,47.69417433724555,-122.3553241543469,Chaco Canyon Organic Café,47.69010606193001,-122.35513690184,Vegetarian / Vegan Restaurant
1516,Greenwood,47.69417433724555,-122.3553241543469,Baranof Bar & Restaurant,47.691790465387975,-122.35575815308506,Karaoke Bar
1523,North Juanita,47.7215265128859,-122.20143057364668,Jamba Juice,47.723349,-122.206037,Juice Bar
1524,North Juanita,47.7215265128859,-122.20143057364668,I Love Bento's,47.72188809548216,-122.2071579380657,Sushi Restaurant
1528,North Juanita,47.7215265128859,-122.20143057364668,The Game Neighborhood Grill,47.721621479971056,-122.20733975391914,Bar
1529,North Juanita,47.7215265128859,-122.20143057364668,Great Clips,47.7236286,-122.2055807,Salon / Barbershop
1531,North Juanita,47.7215265128859,-122.20143057364668,La Corona,47.7218928116531,-122.20732041199174,Mexican Restaurant
1532,North Juanita,47.7215265128859,-122.20143057364668,Safeway,47.7232709,-122.2062858,Grocery Store
1536,North Juanita,47.7215265128859,-122.20143057364668,McDonald's,47.72274922949413,-122.20738917589188,Fast Food Restaurant
1538,North Juanita,47.7215265128859,-122.20143057364668,Readi Spaghetti,47.723664,-122.207173,Italian Restaurant
1539,Finn Hill,47.71786018663348,-122.23389381440283,Takeout Online,47.71855294704437,-122.23366677761078,American Restaurant
1547,Central Houghton,47.65660321025795,-122.1947860386377,The Aerie Café,47.657452473716745,-122.19346192181123,Café
1552,Lakeview,47.65259286763717,-122.2051786563834,Le Grand Bistro Américain,47.656424962911,-122.20740354353944,French Restaurant
1559,Moss Bay,47.67389286044311,-122.20061087338551,Isarn Thai Soul Kitchen,47.67431950461443,-122.20603620256811,Thai Restaurant
1562,Moss Bay,47.67389286044311,-122.20061087338551,Top Golf,47.677576,-122.199848,Sports Bar
1563,Moss Bay,47.67389286044311,-122.20061087338551,Cactus,47.67614610828242,-122.20585326756678,Mexican Restaurant
1565,Moss Bay,47.67389286044311,-122.20061087338551,Rococo,47.67631829904391,-122.2053975012034,Café
1568,Moss Bay,47.67389286044311,-122.20061087338551,Cafe Happy,47.67565126634268,-122.20635467189162,Chinese Restaurant
1573,Moss Bay,47.67389286044311,-122.20061087338551,Sushi Joa - Kirkland,47.67570494299119,-122.20633925324186,Sushi Restaurant
1574,Moss Bay,47.67389286044311,-122.20061087338551,Alanya Cafe,47.6755899326549,-122.20668675496132,Turkish Restaurant
1575,Moss Bay,47.67389286044311,-122.20061087338551,Lai Thai,47.676143427472105,-122.20606156856388,Thai Restaurant
1577,Moss Bay,47.67389286044311,-122.20061087338551,Bottle & Bull,47.67525247383147,-122.20650734140216,Restaurant
1578,Moss Bay,47.67389286044311,-122.20061087338551,Ristorante Paradiso,47.676172152550855,-122.20592587876446,Italian Restaurant
1586,Moss Bay,47.67389286044311,-122.20061087338551,Volterra,47.675537733277125,-122.2054239905151,Italian Restaurant
1590,Everest,47.67177061116588,-122.19193435956936,FooBar,47.67026226395549,-122.19737025710818,Café
1602,Highlands,47.6884126415569,-122.1881431029805,The Hawk House,47.689412,-122.189733,Public Art
1610,Totem Lake,47.7102860535989,-122.1786006148408,Chick-fil-A,47.7096168,-122.1792938,Fast Food Restaurant
1611,Totem Lake,47.7102860535989,-122.1786006148408,Trader Joe's,47.71177,-122.18181,Grocery Store
1613,Totem Lake,47.7102860535989,-122.1786006148408,Whole Foods Market,47.71163673124393,-122.17980830375538,Grocery Store
1614,Totem Lake,47.7102860535989,-122.1786006148408,Cafe Veloce,47.711396930736896,-122.1786610341016,Italian Restaurant
1624,Totem Lake,47.7102860535989,-122.1786006148408,Alta Healthy Cafe,47.712148,-122.176588,Szechuan Restaurant
1625,Totem Lake,47.7102860535989,-122.1786006148408,I Love Teriyaki,47.706985875664174,-122.17658007898808,Japanese Restaurant
1632,Totem Lake,47.7102860535989,-122.1786006148408,Pho Express and Specialties,47.7067388335199,-122.17665413406203,Vietnamese Restaurant
1634,Totem Lake,47.7102860535989,-122.1786006148408,Panda Express,47.713512,-122.182335,Chinese Restaurant
1635,Totem Lake,47.7102860535989,-122.1786006148408,Ken Zaburo,47.70864465021301,-122.17498982245516,Sushi Restaurant
1636,Totem Lake,47.7102860535989,-122.1786006148408,Chan's Place,47.70613706785685,-122.1771207838337,Chinese Restaurant
1637,Totem Lake,47.7102860535989,-122.1786006148408,Royal Palace,47.706395,-122.177206,Peking Duck Restaurant
1639,Totem Lake,47.7102860535989,-122.1786006148408,Azteca Mexican Restaurant,47.70647811889648,-122.1762466430664,Mexican Restaurant
1640,Market,47.689288634865285,-122.2131332600005,The Market Street Grill,47.6892684119161,-122.20965722718184,American Restaurant
1655,West Hill,47.49219519469924,-122.23966848497588,My's Vietnamese Sandwiches And Deli,47.49075,-122.23991,Vietnamese Restaurant
1656,West Hill,47.49219519469924,-122.23966848497588,Angel City Deli,47.49064891745389,-122.23976747963002,Southern / Soul Food Restaurant
1665,City Center,47.486948321780986,-122.2073909454343,El Burrito Loco,47.487319222513406,-122.201820669094,Mexican Restaurant
1671,City Center,47.486948321780986,-122.2073909454343,HOMERUN Restaurant & Lounge,47.48480481513662,-122.21068491628655,Restaurant
1672,City Center,47.486948321780986,-122.2073909454343,Trophies Bar & Eatery,47.486398,-122.202529,Sports Bar
1674,City Center,47.486948321780986,-122.2073909454343,Taquera El Asadero,47.48732013800007,-122.2017597497806,Mexican Restaurant
1677,Benson,47.452076438279526,-122.1847317194833,R Bar & Grill,47.449186898112536,-122.18563738573218,Sports Bar
1680,Benson,47.452076438279526,-122.1847317194833,Momma's Teriyaki,47.45090866088867,-122.18518829345705,Asian Restaurant
1681,Benson,47.452076438279526,-122.1847317194833,Golden Wok,47.449471,-122.185586,Asian Restaurant
1687,Talbot,47.44135533360245,-122.2087107298092,Trendz,47.44271964815717,-122.21347780913848,Café
1699,Wilburton,47.61733395681919,-122.17368482614673,Pho Ever,47.61706112081741,-122.17945484008122,Vietnamese Restaurant
1701,Wilburton,47.61733395681919,-122.17368482614673,The Goose Pub & Eatery,47.61976216740446,-122.17892252420768,Dive Bar
1708,Somerset,47.5571323331904,-122.15354136754036,Couche De Fine,47.56001,-122.149494,Bar
